,country,food_category,consumption,co2_emmission,Continent,country_lat,country_long
0,Albania,Fish,3.85,6.15,Europe,41.000028,19.9999619
1,Albania,Grains,73.21,18.200000000000003,Europe,41.000028,19.9999619
2,Albania,Milk and Wheat Products,303.72,432.62,Europe,41.000028,19.9999619
3,Albania,Poultry,12.84,12.825,Europe,41.000028,19.9999619
4,Albania,Protein Foods,2.18,3.86,Europe,41.000028,19.9999619
5,Albania,Red Meat,16.233333333333334,423.1033333333333,Europe,41.000028,19.9999619
6,Algeria,Fish,3.74,5.970000000000001,Africa,28.0000272,2.9999825
7,Algeria,Grains,94.195,19.58,Africa,28.0000272,2.9999825
8,Algeria,Milk and Wheat Products,141.53,201.6,Africa,28.0000272,2.9999825
9,Algeria,Poultry,7.74,7.685,Africa,28.0000272,2.9999825
10,Algeria,Protein Foods,1.04,1.84,Africa,28.0000272,2.9999825
11,Algeria,Red Meat,4.43,147.36666666666667,Africa,28.0000272,2.9999825
12,Angola,Fish,15.239999999999998,24.33,Africa,-11.8775768,17.5691241
13,Angola,Grains,24.42,9.08,Africa,-11.8775768,17.5691241
14,Angola,Milk and Wheat Products,12.3,17.52,Africa,-11.8775768,17.5691241
15,Angola,Poultry,9.22,9.82,Africa,-11.8775768,17.5691241
16,Angola,Protein Foods,1.39,2.115,Africa,-11.8775768,17.5691241
17,Angola,Red Meat,6.13,109.70333333333332,Africa,-11.8775768,17.5691241
18,Argentina,Fish,4.359999999999999,6.96,South America,-34.9964963,-64.9672817
19,Argentina,Grains,55.94,15.44,South America,-34.9964963,-64.9672817
20,Argentina,Milk and Wheat Products,195.08,277.87,South America,-34.9964963,-64.9672817
21,Argentina,Poultry,25.025,25.995,South America,-34.9964963,-64.9672817
22,Argentina,Protein Foods,0.245,0.435,South America,-34.9964963,-64.9672817
23,Argentina,Red Meat,22.516666666666666,601.2766666666668,South America,-34.9964963,-64.9672817
24,Armenia,Fish,4.359999999999999,6.96,Asia,40.7696272,44.6736646
25,Armenia,Grains,66.89,14.49,Asia,40.7696272,44.6736646
26,Armenia,Milk and Wheat Products,209.03,297.74,Asia,40.7696272,44.6736646
27,Armenia,Poultry,12.52,12.54,Asia,40.7696272,44.6736646
28,Armenia,Protein Foods,1.275,2.255,Asia,40.7696272,44.6736646
29,Armenia,Red Meat,10.783333333333331,248.88666666666668,Asia,40.7696272,44.6736646
30,Australia,Fish,17.69,28.25,Oceania,-24.7761086,134.755
31,Australia,Grains,40.745000000000005,13.78,Oceania,-24.7761086,134.755
32,Australia,Milk and Wheat Products,234.49,334.01,Oceania,-24.7761086,134.755
33,Australia,Poultry,27.315,28.68,Oceania,-24.7761086,134.755
34,Australia,Protein Foods,4.459999999999999,7.77,Oceania,-24.7761086,134.755
35,Australia,Red Meat,22.62333333333333,491.98,Oceania,-24.7761086,134.755
36,Austria,Fish,12.16,19.42,Europe,47.59397,14.12456
37,Austria,Grains,42.4,10.1,Europe,47.59397,14.12456
38,Austria,Milk and Wheat Products,258.09,367.62,Europe,47.59397,14.12456
39,Austria,Poultry,16.645000000000003,16.74,Europe,47.59397,14.12456
40,Austria,Protein Foods,4.97,7.439999999999999,Europe,47.59397,14.12456
41,Austria,Red Meat,23.62,251.85333333333327,Europe,47.59397,14.12456
42,Bahamas,Fish,18.8,30.02,North America,24.7736546,-78.0000547
43,Bahamas,Grains,31.975,19.145,North America,24.7736546,-78.0000547
44,Bahamas,Milk and Wheat Products,104.76,149.22,North America,24.7736546,-78.0000547
45,Bahamas,Poultry,25.97,27.415000000000003,North America,24.7736546,-78.0000547
46,Bahamas,Protein Foods,2.06,3.585,North America,24.7736546,-78.0000547
47,Bahamas,Red Meat,19.293333333333333,304.4566666666667,North America,24.7736546,-78.0000547
48,Bangladesh,Fish,18.07,28.85,Asia,24.4769288,90.2934413
49,Bangladesh,Grains,94.6,111.545,Asia,24.4769288,90.2934413
50,Bangladesh,Milk and Wheat Products,21.91,31.21,Asia,24.4769288,90.2934413
51,Bangladesh,Poultry,1.74,1.705,Asia,24.4769288,90.2934413
52,Bangladesh,Protein Foods,0.665,0.77,Asia,24.4769288,90.2934413
53,Bangladesh,Red Meat,0.8700000000000001,28.69333333333333,Asia,24.4769288,90.2934413
54,Barbados,Fish,37.41,59.73,North America,13.1500331,-59.5250305
55,Barbados,Grains,40.685,16.285,North America,13.1500331,-59.5250305
56,Barbados,Milk and Wheat Products,110.48,157.37,North America,13.1500331,-59.5250305
57,Barbados,Poultry,26.115,27.305,North America,13.1500331,-59.5250305
58,Barbados,Protein Foods,2.1299999999999994,3.705,North America,13.1500331,-59.5250305
59,Barbados,Red Meat,8.503333333333334,192.47333333333336,North America,13.1500331,-59.5250305
60,Belarus,Fish,15.75,25.15,Europe,53.4250605,27.6971358
61,Belarus,Grains,31.825,7.795,Europe,53.4250605,27.6971358
62,Belarus,Milk and Wheat Products,133.73,190.49,Europe,53.4250605,27.6971358
63,Belarus,Poultry,23.575,24.09,Europe,53.4250605,27.6971358
64,Belarus,Protein Foods,1.83,3.045,Europe,53.4250605,27.6971358
65,Belarus,Red Meat,19.19666666666667,224.90666666666667,Europe,53.4250605,27.6971358
66,Belgium,Fish,18.97,30.29,Europe,50.6402809,4.6667145
67,Belgium,Grains,60.26,16.18,Europe,50.6402809,4.6667145
68,Belgium,Milk and Wheat Products,236.19,336.42999999999995,Europe,50.6402809,4.6667145
69,Belgium,Poultry,12.395,12.34,Europe,50.6402809,4.6667145
70,Belgium,Protein Foods,3.695,6.495,Europe,50.6402809,4.6667145
71,Belgium,Red Meat,18.53333333333333,221.78,Europe,50.6402809,4.6667145
72,Belize,Fish,7.57,12.09,North America,16.8259793,-88.7600927
73,Belize,Grains,41.24,23.34,North America,16.8259793,-88.7600927
74,Belize,Milk and Wheat Products,80.3,114.38,North America,16.8259793,-88.7600927
75,Belize,Poultry,16.58,17.435,North America,16.8259793,-88.7600927
76,Belize,Protein Foods,3.73,5.365,North America,16.8259793,-88.7600927
77,Belize,Red Meat,7.266666666666667,71.44333333333334,North America,16.8259793,-88.7600927
78,Bermuda,Fish,33.220000000000006,53.04,North America,32.30382,-64.7561647
79,Bermuda,Grains,30.130000000000003,8.675,North America,32.30382,-64.7561647
80,Bermuda,Milk and Wheat Products,95.56,136.12,North America,32.30382,-64.7561647
81,Bermuda,Poultry,23.770000000000003,24.375,North America,32.30382,-64.7561647
82,Bermuda,Protein Foods,2.97,5.109999999999999,North America,32.30382,-64.7561647
83,Bermuda,Red Meat,21.366666666666664,405.9333333333334,North America,32.30382,-64.7561647
84,Bolivia,Fish,2.18,3.48,South America,-17.0568696,-64.9912286
85,Bolivia,Grains,38.49,22.035,South America,-17.0568696,-64.9912286
86,Bolivia,Milk and Wheat Products,46.04,65.58,South America,-17.0568696,-64.9912286
87,Bolivia,Poultry,19.745,20.81,South America,-17.0568696,-64.9912286
88,Bolivia,Protein Foods,4.585,8.105,South America,-17.0568696,-64.9912286
89,Bolivia,Red Meat,10.13,234.0233333333333,South America,-17.0568696,-64.9912286
90,Bosnia and Herzegovina,Fish,4.06,6.48,Europe,44.3053476,17.5961467
91,Bosnia and Herzegovina,Grains,47.72,10.125,Europe,44.3053476,17.5961467
92,Bosnia and Herzegovina,Milk and Wheat Products,174.03,247.89,Europe,44.3053476,17.5961467
93,Bosnia and Herzegovina,Poultry,8.83,9.135,Europe,44.3053476,17.5961467
94,Bosnia and Herzegovina,Protein Foods,1.74,2.105,Europe,44.3053476,17.5961467
95,Bosnia and Herzegovina,Red Meat,6.323333333333333,110.36,Europe,44.3053476,17.5961467
96,Botswana,Fish,3.98,6.35,Africa,-23.1681782,24.5928742
97,Botswana,Grains,22.630000000000003,8.155,Africa,-23.1681782,24.5928742
98,Botswana,Milk and Wheat Products,117.74,167.70999999999998,Africa,-23.1681782,24.5928742
99,Botswana,Poultry,3.64,3.76,Africa,-23.1681782,24.5928742
100,Botswana,Protein Foods,1.12,1.215,Africa,-23.1681782,24.5928742
101,Botswana,Red Meat,4.116666666666666,125.50666666666666,Africa,-23.1681782,24.5928742
102,Brazil,Fish,10.01,15.98,South America,-10.3333333,-53.2
103,Brazil,Grains,42.565,25.615,South America,-10.3333333,-53.2
104,Brazil,Milk and Wheat Products,149.28,212.63,South America,-10.3333333,-53.2
105,Brazil,Poultry,26.99,28.295,South America,-10.3333333,-53.2
106,Brazil,Protein Foods,2.145,1.41,South America,-10.3333333,-53.2
107,Brazil,Red Meat,17.49,425.8266666666666,South America,-10.3333333,-53.2
108,Bulgaria,Fish,6.24,9.96,Europe,42.6073975,25.4856617
109,Bulgaria,Grains,61.705,12.990000000000002,Europe,42.6073975,25.4856617
110,Bulgaria,Milk and Wheat Products,155.70999999999998,221.79,Europe,42.6073975,25.4856617
111,Bulgaria,Poultry,14.52,14.945,Europe,42.6073975,25.4856617
112,Bulgaria,Protein Foods,1.15,2.01,Europe,42.6073975,25.4856617
113,Bulgaria,Red Meat,10.576666666666666,89.50666666666666,Europe,42.6073975,25.4856617
114,Cambodia,Fish,39.59,63.21,Asia,13.5066394,104.869423
115,Cambodia,Grains,80.92,102.06,Asia,13.5066394,104.869423
116,Cambodia,Milk and Wheat Products,3.47,4.94,Asia,13.5066394,104.869423
117,Cambodia,Poultry,1.605,1.62,Asia,13.5066394,104.869423
118,Cambodia,Protein Foods,2.79,2.08,Asia,13.5066394,104.869423
119,Cambodia,Red Meat,3.79,57.57999999999999,Asia,13.5066394,104.869423
120,Cameroon,Fish,14.71,23.49,Africa,4.6125522,13.1535811
121,Cameroon,Grains,23.225,17.415,Africa,4.6125522,13.1535811
122,Cameroon,Milk and Wheat Products,15.27,21.75,Africa,4.6125522,13.1535811
123,Cameroon,Poultry,1.845,1.95,Africa,4.6125522,13.1535811
124,Cameroon,Protein Foods,4.965,8.364999999999998,Africa,4.6125522,13.1535811
125,Cameroon,Red Meat,2.3466666666666662,60.97,Africa,4.6125522,13.1535811
126,Canada,Fish,14.56,23.25,North America,61.0666922,-107.991707
127,Canada,Grains,48.80500000000001,16.195,North America,61.0666922,-107.991707
128,Canada,Milk and Wheat Products,187.77,267.46,North America,61.0666922,-107.991707
129,Canada,Poultry,24.815,25.65,North America,61.0666922,-107.991707
130,Canada,Protein Foods,4.475,7.3,North America,61.0666922,-107.991707
131,Canada,Red Meat,18.01,349.3866666666667,North America,61.0666922,-107.991707
132,Chile,Fish,7.649999999999999,12.21,South America,-31.7613365,-71.3187697
133,Chile,Grains,56.795,15.65,South America,-31.7613365,-71.3187697
134,Chile,Milk and Wheat Products,116.11,165.39,South America,-31.7613365,-71.3187697
135,Chile,Poultry,23.245,24.195,South America,-31.7613365,-71.3187697
136,Chile,Protein Foods,1.13,1.975,South America,-31.7613365,-71.3187697
137,Chile,Red Meat,16.32,279.4433333333334,South America,-31.7613365,-71.3187697
138,China,Fish,21.01,33.55,Asia,35.000074,104.999927
139,China,Grains,70.77,56.065,Asia,35.000074,104.999927
140,China,Milk and Wheat Products,32.660000000000004,46.52,Asia,35.000074,104.999927
141,China,Poultry,15.98,15.705,Asia,35.000074,104.999927
142,China,Protein Foods,5.025,6.48,Asia,35.000074,104.999927
143,China,Red Meat,15.56,134.54,Asia,35.000074,104.999927
144,Colombia,Fish,6.01,9.6,South America,4.099917,-72.9088133
145,Colombia,Grains,28.905,20.77,South America,4.099917,-72.9088133
146,Colombia,Milk and Wheat Products,108.47,154.5,South America,4.099917,-72.9088133
147,Colombia,Poultry,19.175,19.76,South America,4.099917,-72.9088133
148,Colombia,Protein Foods,0.655,0.5700000000000001,South America,4.099917,-72.9088133
149,Colombia,Red Meat,7.693333333333332,178.41,South America,4.099917,-72.9088133
150,Congo,Fish,26.22,41.86,Africa,-2.9814344,23.8222636
151,Congo,Grains,28.29,14.385000000000002,Africa,-2.9814344,23.8222636
152,Congo,Milk and Wheat Products,10.69,15.23,Africa,-2.9814344,23.8222636
153,Congo,Poultry,6.81,7.27,Africa,-2.9814344,23.8222636
154,Congo,Protein Foods,1.54,2.725,Africa,-2.9814344,23.8222636
155,Congo,Red Meat,2.3800000000000003,52.23333333333333,Africa,-2.9814344,23.8222636
156,Costa Rica,Fish,11.32,18.07,North America,10.2735633,-84.0739102
157,Costa Rica,Grains,42.5,32.985,North America,10.2735633,-84.0739102
158,Costa Rica,Milk and Wheat Products,183.28,261.06,North America,10.2735633,-84.0739102
159,Costa Rica,Poultry,17.509999999999998,17.99,North America,10.2735633,-84.0739102
160,Costa Rica,Protein Foods,1.46,1.565,North America,10.2735633,-84.0739102
161,Costa Rica,Red Meat,8.51,169.02,North America,10.2735633,-84.0739102
162,Croatia,Fish,15.83,25.28,Europe,45.5643442,17.0118954
163,Croatia,Grains,54.615,11.855,Europe,45.5643442,17.0118954
164,Croatia,Milk and Wheat Products,231.02,329.06,Europe,45.5643442,17.0118954
165,Croatia,Poultry,8.5,8.47,Europe,45.5643442,17.0118954
166,Croatia,Protein Foods,1.94,3.435,Europe,45.5643442,17.0118954
167,Croatia,Red Meat,18.97,198.0966666666667,Europe,45.5643442,17.0118954
168,Cuba,Fish,4.76,7.6,North America,23.0131338,-80.8328748
169,Cuba,Grains,61.16,48.53,North America,23.0131338,-80.8328748
170,Cuba,Milk and Wheat Products,99.94,142.35000000000002,North America,23.0131338,-80.8328748
171,Cuba,Poultry,14.985,15.335,North America,23.0131338,-80.8328748
172,Cuba,Protein Foods,3.285,1.63,North America,23.0131338,-80.8328748
173,Cuba,Red Meat,9.15,103.58333333333331,North America,23.0131338,-80.8328748
174,Cyprus,Fish,14.86,23.73,Asia,34.9823018,33.1451285
175,Cyprus,Grains,44.095,11.1,Asia,34.9823018,33.1451285
176,Cyprus,Milk and Wheat Products,113.31,161.4,Asia,34.9823018,33.1451285
177,Cyprus,Poultry,16.715,17.255000000000003,Asia,34.9823018,33.1451285
178,Cyprus,Protein Foods,2.32,4.079999999999999,Asia,34.9823018,33.1451285
179,Cyprus,Red Meat,16.406666666666666,163.79,Asia,34.9823018,33.1451285
180,Czech Republic,Fish,8.25,13.17,Europe,49.8167003,15.4749544
181,Czech Republic,Grains,48.73,11.9,Europe,49.8167003,15.4749544
182,Czech Republic,Milk and Wheat Products,195.2,278.04,Europe,49.8167003,15.4749544
183,Czech Republic,Poultry,15.375,15.61,Europe,49.8167003,15.4749544
184,Czech Republic,Protein Foods,1.645,2.37,Europe,49.8167003,15.4749544
185,Czech Republic,Red Meat,16.553333333333335,136.3733333333333,Europe,49.8167003,15.4749544
186,Denmark,Fish,16.49,26.33,Europe,55.670249,10.3333283
187,Denmark,Grains,51.48,12.52,Europe,55.670249,10.3333283
188,Denmark,Milk and Wheat Products,277.3,394.99,Europe,55.670249,10.3333283
189,Denmark,Poultry,21.05,21.415,Europe,55.670249,10.3333283
190,Denmark,Protein Foods,2.9850000000000003,5.26,Europe,55.670249,10.3333283
191,Denmark,Red Meat,18.08333333333333,332.8233333333333,Europe,55.670249,10.3333283
192,Ecuador,Fish,5.17,8.25,South America,-1.3397668,-79.3666965
193,Ecuador,Grains,42.13,32.575,South America,-1.3397668,-79.3666965
194,Ecuador,Milk and Wheat Products,139.6,198.85,South America,-1.3397668,-79.3666965
195,Ecuador,Poultry,14.93,15.415,South America,-1.3397668,-79.3666965
196,Ecuador,Protein Foods,0.49,0.865,South America,-1.3397668,-79.3666965
197,Ecuador,Red Meat,10.496666666666668,193.0233333333333,South America,-1.3397668,-79.3666965
198,Egypt,Fish,21.46,34.260000000000005,Africa,26.2540493,29.2675469
199,Egypt,Grains,93.3,39.445,Africa,26.2540493,29.2675469
200,Egypt,Milk and Wheat Products,59.46,84.69,Africa,26.2540493,29.2675469
201,Egypt,Poultry,9.51,9.86,Africa,26.2540493,29.2675469
202,Egypt,Protein Foods,1.23,1.755,Africa,26.2540493,29.2675469
203,Egypt,Red Meat,4.826666666666667,150.95,Africa,26.2540493,29.2675469
204,El Salvador,Fish,6.25,9.98,North America,13.8000382,-88.9140683
205,El Salvador,Grains,19.36,9.43,North America,13.8000382,-88.9140683
206,El Salvador,Milk and Wheat Products,124.34,177.11,North America,13.8000382,-88.9140683
207,El Salvador,Poultry,14.675,15.025,North America,13.8000382,-88.9140683
208,El Salvador,Protein Foods,0.95,1.155,North America,13.8000382,-88.9140683
209,El Salvador,Red Meat,3.066666666666667,65.24333333333333,North America,13.8000382,-88.9140683
210,Estonia,Fish,12.78,20.41,Europe,58.7523778,25.3319078
211,Estonia,Grains,45.96,10.16,Europe,58.7523778,25.3319078
212,Estonia,Milk and Wheat Products,284.85,405.74,Europe,58.7523778,25.3319078
213,Estonia,Poultry,16.885,17.155,Europe,58.7523778,25.3319078
214,Estonia,Protein Foods,2.165,3.805,Europe,58.7523778,25.3319078
215,Estonia,Red Meat,12.436666666666667,114.11,Europe,58.7523778,25.3319078
216,Ethiopia,Fish,0.24,0.38,Africa,10.2116702,38.6521203
217,Ethiopia,Grains,16.755000000000003,4.42,Africa,10.2116702,38.6521203
218,Ethiopia,Milk and Wheat Products,44.14,62.87,Africa,10.2116702,38.6521203
219,Ethiopia,Poultry,0.51,0.5199999999999999,Africa,10.2116702,38.6521203
220,Ethiopia,Protein Foods,0.83,1.1700000000000002,Africa,10.2116702,38.6521203
221,Ethiopia,Red Meat,1.7333333333333334,55.48333333333333,Africa,10.2116702,38.6521203
222,Fiji,Fish,35.01,55.9,Oceania,-18.1239696,179.0122737
223,Fiji,Grains,64.92,37.22,Oceania,-18.1239696,179.0122737
224,Fiji,Milk and Wheat Products,40.2,57.260000000000005,Oceania,-18.1239696,179.0122737
225,Fiji,Poultry,13.35,13.84,Oceania,-18.1239696,179.0122737
226,Fiji,Protein Foods,0.8,1.22,Oceania,-18.1239696,179.0122737
227,Fiji,Red Meat,6.390000000000001,166.1233333333333,Oceania,-18.1239696,179.0122737
228,Finland,Fish,33.8,53.97,Europe,63.2467777,25.9209164
229,Finland,Grains,43.205000000000005,10.65,Europe,63.2467777,25.9209164
230,Finland,Milk and Wheat Products,430.76,613.57,Europe,63.2467777,25.9209164
231,Finland,Poultry,14.71,15.055,Europe,63.2467777,25.9209164
232,Finland,Protein Foods,1.755,3.055,Europe,63.2467777,25.9209164
233,Finland,Red Meat,18.63,246.5233333333333,Europe,63.2467777,25.9209164
234,France,Fish,22.91,36.58,Europe,46.603354,1.8883335
235,France,Grains,56.655,13.46,Europe,46.603354,1.8883335
236,France,Milk and Wheat Products,241.31,343.72,Europe,46.603354,1.8883335
237,France,Poultry,18.03,18.345,Europe,46.603354,1.8883335
238,France,Protein Foods,2.72,4.779999999999999,Europe,46.603354,1.8883335
239,France,Red Meat,20.046666666666663,322.1933333333333,Europe,46.603354,1.8883335
240,French Polynesia,Fish,38.95,62.190000000000005,Oceania,-17.0243749,-144.6434898
241,French Polynesia,Grains,52.13,29.32,Oceania,-17.0243749,-144.6434898
242,French Polynesia,Milk and Wheat Products,93.56,133.26999999999998,Oceania,-17.0243749,-144.6434898
243,French Polynesia,Poultry,29.15,30.635,Oceania,-17.0243749,-144.6434898
244,French Polynesia,Protein Foods,1.555,2.245,Oceania,-17.0243749,-144.6434898
245,French Polynesia,Red Meat,16.16,368.2766666666666,Oceania,-17.0243749,-144.6434898
246,Gambia,Fish,23.130000000000003,36.93,Africa,13.470062,-15.4900464
247,Gambia,Grains,49.875,43.185,Africa,13.470062,-15.4900464
248,Gambia,Milk and Wheat Products,45.71,65.11,Africa,13.470062,-15.4900464
249,Gambia,Poultry,1.825,1.885,Africa,13.470062,-15.4900464
250,Gambia,Protein Foods,2.635,4.665,Africa,13.470062,-15.4900464
251,Gambia,Red Meat,1.0166666666666668,30.716666666666665,Africa,13.470062,-15.4900464
252,Georgia,Fish,10.42,16.64,Asia,32.3293809,-83.1137366
253,Georgia,Grains,83.035,17.275000000000002,Asia,32.3293809,-83.1137366
254,Georgia,Milk and Wheat Products,149.26,212.61,Asia,32.3293809,-83.1137366
255,Georgia,Poultry,9.2,9.405,Asia,32.3293809,-83.1137366
256,Georgia,Protein Foods,1.235,2.185,Asia,32.3293809,-83.1137366
257,Georgia,Red Meat,5.2,80.01666666666667,Asia,32.3293809,-83.1137366
258,Germany,Fish,11.16,17.82,Europe,51.0834196,10.4234469
259,Germany,Grains,43.37500000000001,10.09,Europe,51.0834196,10.4234469
260,Germany,Milk and Wheat Products,258.7,368.49,Europe,51.0834196,10.4234469
261,Germany,Poultry,14.975,15.14,Europe,51.0834196,10.4234469
262,Germany,Protein Foods,4.42,7.245,Europe,51.0834196,10.4234469
263,Germany,Red Meat,21.9,205.01,Europe,51.0834196,10.4234469
264,Ghana,Fish,26.05,41.59,Africa,8.0300284,-1.0800271
265,Ghana,Grains,23.24,21.875,Africa,8.0300284,-1.0800271
266,Ghana,Milk and Wheat Products,9.08,12.93,Africa,8.0300284,-1.0800271
267,Ghana,Poultry,4.92,5.19,Africa,8.0300284,-1.0800271
268,Ghana,Protein Foods,2.785,4.92,Africa,8.0300284,-1.0800271
269,Ghana,Red Meat,1.3966666666666667,33.126666666666665,Africa,8.0300284,-1.0800271
270,Greece,Fish,14.42,23.02,Europe,38.9953683,21.9877132
271,Greece,Grains,65.34,16.075,Europe,38.9953683,21.9877132
272,Greece,Milk and Wheat Products,255.26,363.59,Europe,38.9953683,21.9877132
273,Greece,Poultry,12.935,13.11,Europe,38.9953683,21.9877132
274,Greece,Protein Foods,5.26,9.3,Europe,38.9953683,21.9877132
275,Greece,Red Meat,18.96,344.57,Europe,38.9953683,21.9877132
276,Grenada,Fish,27.95,44.63,North America,12.1360374,-61.6904045
277,Grenada,Grains,34.575,11.795,North America,12.1360374,-61.6904045
278,Grenada,Milk and Wheat Products,86.88,123.75,North America,12.1360374,-61.6904045
279,Grenada,Poultry,26.925,28.12,North America,12.1360374,-61.6904045
280,Grenada,Protein Foods,0.095,0.16,North America,12.1360374,-61.6904045
281,Grenada,Red Meat,5.41,63.77333333333333,North America,12.1360374,-61.6904045
282,Guatemala,Fish,1.08,1.72,North America,15.687100699999998,-90.12265453178017
283,Guatemala,Grains,20.78,7.045,North America,15.687100699999998,-90.12265453178017
284,Guatemala,Milk and Wheat Products,46.6,66.38,North America,15.687100699999998,-90.12265453178017
285,Guatemala,Poultry,15.53,15.545000000000002,North America,15.687100699999998,-90.12265453178017
286,Guatemala,Protein Foods,1.16,1.84,North America,15.687100699999998,-90.12265453178017
287,Guatemala,Red Meat,3.56,66.00666666666667,North America,15.687100699999998,-90.12265453178017
288,Guinea,Fish,9.18,14.66,Africa,10.7226226,-10.7083587
289,Guinea,Grains,57.835,63.91,Africa,10.7226226,-10.7083587
290,Guinea,Milk and Wheat Products,20.62,29.37,Africa,10.7226226,-10.7083587
291,Guinea,Poultry,1.89,1.88,Africa,10.7226226,-10.7083587
292,Guinea,Protein Foods,2.07,3.665,Africa,10.7226226,-10.7083587
293,Guinea,Red Meat,2.6733333333333333,83.25666666666666,Africa,10.7226226,-10.7083587
294,Honduras,Fish,2.7,4.31,North America,15.2572432,-86.0755145
295,Honduras,Grains,25.89,12.785,North America,15.2572432,-86.0755145
296,Honduras,Milk and Wheat Products,91.33,130.09,North America,15.2572432,-86.0755145
297,Honduras,Poultry,12.74,13.285,North America,15.2572432,-86.0755145
298,Honduras,Protein Foods,0.38,0.665,North America,15.2572432,-86.0755145
299,Honduras,Red Meat,4.57,82.07000000000001,North America,15.2572432,-86.0755145
300,Hong Kong,Fish,42.44,67.76,Asia,22.2793278,114.1628131
301,Hong Kong,Grains,48.31,32.885,Asia,22.2793278,114.1628131
302,Hong Kong,Milk and Wheat Products,105.85,150.76999999999998,Asia,22.2793278,114.1628131
303,Hong Kong,Poultry,34.68,36.125,Asia,22.2793278,114.1628131
304,Hong Kong,Protein Foods,8.3,12.85,Asia,22.2793278,114.1628131
305,Hong Kong,Red Meat,31.71666666666667,370.6766666666667,Asia,22.2793278,114.1628131
306,Hungary,Fish,4.930000000000001,7.87,Europe,47.1817585,19.5060937
307,Hungary,Grains,56.065000000000005,11.86,Europe,47.1817585,19.5060937
308,Hungary,Milk and Wheat Products,159.05,226.55,Europe,47.1817585,19.5060937
309,Hungary,Poultry,18.115,18.49,Europe,47.1817585,19.5060937
310,Hungary,Protein Foods,0.325,0.565,Europe,47.1817585,19.5060937
311,Hungary,Red Meat,13.333333333333334,93.51333333333334,Europe,47.1817585,19.5060937
312,Iceland,Fish,74.41000000000001,118.81,Europe,64.9841821,-18.1059013
313,Iceland,Grains,38.405,9.445,Europe,64.9841821,-18.1059013
314,Iceland,Milk and Wheat Products,225.82,321.66,Europe,64.9841821,-18.1059013
315,Iceland,Poultry,17.555,18.215,Europe,64.9841821,-18.1059013
316,Iceland,Protein Foods,1.995,3.46,Europe,64.9841821,-18.1059013
317,Iceland,Red Meat,18.723333333333333,409.55,Europe,64.9841821,-18.1059013
318,India,Fish,4.71,7.52,Asia,22.3511148,78.6677428
319,India,Grains,65.025,50.24,Asia,22.3511148,78.6677428
320,India,Milk and Wheat Products,84.5,120.36,Asia,22.3511148,78.6677428
321,India,Poultry,2.23,2.1950000000000003,Asia,22.3511148,78.6677428
322,India,Protein Foods,1.155,1.79,Asia,22.3511148,78.6677428
323,India,Red Meat,0.5566666666666666,15.429999999999998,Asia,22.3511148,78.6677428
324,Indonesia,Fish,25.65,40.95,Asia,-2.4833826,117.8902853
325,Indonesia,Grains,80.035,88.55999999999999,Asia,-2.4833826,117.8902853
326,Indonesia,Milk and Wheat Products,14.82,21.110000000000003,Asia,-2.4833826,117.8902853
327,Indonesia,Poultry,6.19,6.2700000000000005,Asia,-2.4833826,117.8902853
328,Indonesia,Protein Foods,3.02,4.605,Asia,-2.4833826,117.8902853
329,Indonesia,Red Meat,2.01,35.526666666666664,Asia,-2.4833826,117.8902853
330,Iran,Fish,9.8,15.65,Asia,32.6475314,54.5643516
331,Iran,Grains,91.63,33.785,Asia,32.6475314,54.5643516
332,Iran,Milk and Wheat Products,46.690000000000005,66.51,Asia,32.6475314,54.5643516
333,Iran,Poultry,16.54,17.165,Asia,32.6475314,54.5643516
334,Iran,Protein Foods,6.08,10.76,Asia,32.6475314,54.5643516
335,Iran,Red Meat,2.4233333333333333,79.89666666666666,Asia,32.6475314,54.5643516
336,Ireland,Fish,17.39,27.77,Europe,52.865196,-7.9794599
337,Ireland,Grains,55.49,12.215,Europe,52.865196,-7.9794599
338,Ireland,Milk and Wheat Products,291.86,415.73,Europe,52.865196,-7.9794599
339,Ireland,Poultry,17.61,18.22,Europe,52.865196,-7.9794599
340,Ireland,Protein Foods,2.175,3.685,Europe,52.865196,-7.9794599
341,Ireland,Red Meat,19.616666666666667,315.97666666666674,Europe,52.865196,-7.9794599
342,Israel,Fish,22.18,35.41,Asia,31.5313113,34.8667654
343,Israel,Grains,63.835,21.325000000000003,Asia,31.5313113,34.8667654
344,Israel,Milk and Wheat Products,193.6,275.76,Asia,31.5313113,34.8667654
345,Israel,Poultry,36.925,38.785,Asia,31.5313113,34.8667654
346,Israel,Protein Foods,3.905,6.8500000000000005,Asia,31.5313113,34.8667654
347,Israel,Red Meat,10.88,320.20666666666665,Asia,31.5313113,34.8667654
348,Italy,Fish,15.6,24.91,Europe,42.6384261,12.674297
349,Italy,Grains,76.055,17.63,Europe,42.6384261,12.674297
350,Italy,Milk and Wheat Products,246.88,351.66,Europe,42.6384261,12.674297
351,Italy,Poultry,15.975,16.119999999999997,Europe,42.6384261,12.674297
352,Italy,Protein Foods,3.82,6.755,Europe,42.6384261,12.674297
353,Italy,Red Meat,19.933333333333334,249.5833333333333,Europe,42.6384261,12.674297
354,Jamaica,Fish,21.95,35.05,North America,18.1850507,-77.3947693
355,Jamaica,Grains,47.06,21.745,North America,18.1850507,-77.3947693
356,Jamaica,Milk and Wheat Products,91.13,129.81,North America,18.1850507,-77.3947693
